Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
L15Sv08.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642239	642239	642239	642239	642239	642239	1	642239	642239	642011	26.28	26.29	642239	642239	642239	642239	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	176.32	15.42	641940	641940	641940	641940	641940	641940	1	1	1	1
L15Sv14.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642182	642182	642182	642182	642182	642182	1	642182	642182	642011	26.28	26.29	642182	642182	642182	642182	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	178.50	16.04	641882	641882	641882	641882	641882	641882	1	1	1	1
L15Sv14.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642182	642182	642182	642182	642182	642182	1	642182	642182	642011	26.28	26.29	642182	642182	642182	642182	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	178.19	16.04	641883	641883	641883	641883	641883	641883	1	1	1	1
L15Sv14.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	644111	644111	644111	644111	644111	644111	1	644111	644111	642011	26.38	26.29	644111	644111	644111	644111	1	1	1	1	1	1	644111	1	0	0	0	0 + 1 part	1168	100.000	1.001	0.00	219.93	19.00	641895	642943	641895	641895	641895	641895	1	1	1	1
L15Sv14.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642182	642182	642182	642182	642182	642182	1	642182	642182	642011	26.28	26.29	642182	642182	642182	642182	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	178.04	16.04	641883	641883	641883	641883	641883	641883	1	1	1	1
L17ML03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642151	642151	642151	642151	642151	642151	1	642151	642151	642011	26.29	26.29	642151	642151	642151	642151	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	221.26	14.96	641844	641844	641844	641844	641844	641844	1	1	1	1
L17ML03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642152	642152	642152	642152	642152	642152	1	642152	642152	642011	26.29	26.29	642152	642152	642152	642152	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.964	1.001	0.00	221.57	14.96	641838	641838	641838	641838	641838	641838	1	1	1	1
L17ML03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642152	642152	642152	642152	642152	642152	1	642152	642152	642011	26.29	26.29	642152	642152	642152	642152	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.964	1.001	0.00	221.57	14.96	641847	641847	641847	641847	641847	641847	1	1	1	1
L17ML03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642152	642152	642152	642152	642152	642152	1	642152	642152	642011	26.29	26.29	642152	642152	642152	642152	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.964	1.001	0.00	221.41	14.96	641832	641832	641832	641832	641832	641832	1	1	1	1
L19Cs01.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	641948	641948	641948	641948	641948	641948	1	641948	641948	642011	26.29	26.29	641948	641948	641948	641948	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.965	1.000	0.00	219.23	14.49	641782	641782	641782	641782	641782	641782	1	1	1	1
L19Cs01.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642142	642142	642142	642142	642142	642142	1	642142	642142	642011	26.29	26.29	642142	642142	642142	642142	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	219.39	14.49	641843	641843	641843	641843	641843	641843	1	1	1	1
L19Cs01.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642142	642142	642142	642142	642142	642142	1	642142	642142	642011	26.29	26.29	642142	642142	642142	642142	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	219.23	14.49	641830	641830	641830	641830	641830	641830	1	1	1	1
L19Cs01.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642142	642142	642142	642142	642142	642142	1	642142	642142	642011	26.29	26.29	642142	642142	642142	642142	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	219.23	14.49	641834	641834	641834	641834	641834	641834	1	1	1	1
L1Vc01.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642097	642097	642097	642097	642097	642097	1	642097	642097	642011	26.29	26.29	642097	642097	642097	642097	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.000	0.00	219.39	15.43	641797	641797	641797	641797	641797	641797	1	1	1	1
L1Vc01.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642136	642136	642136	642136	642136	642136	1	642136	642136	642011	26.28	26.29	642136	642136	642136	642136	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	219.54	15.43	641828	641828	641828	641828	641828	641828	1	1	1	1
L1Vc01.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	645643	645643	645643	645643	645643	645643	1	645643	645643	642011	26.43	26.29	645643	645643	645643	645643	1	1	1	1	1	1	645643	2	0	0	0	0 + 1 part	888	99.965	1.005	0.00	253.35	18.70	377280	644755	377280	377280	267475	267475	1	1	2	2
L1Vc01.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642136	642136	642136	642136	642136	642136	1	642136	642136	642011	26.29	26.29	642136	642136	642136	642136	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	219.70	15.43	641828	641828	641828	641828	641828	641828	1	1	1	1
L3Lc03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	641654	641654	641654	641654	641654	641654	1	641654	641654	642011	26.27	26.29	641654	641654	641654	641654	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.903	1.000	0.00	210.33	16.06	641355	641355	641355	641355	641355	641355	1	1	1	1
L3Lc03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	631066	631066	631066	631066	631066	631066	1	631066	631066	642011	26.25	26.29	631066	631066	631066	631066	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	98.251	1.000	0.00	210.53	16.33	630767	630767	630767	630767	630767	630767	1	1	1	1
L3Lc03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	641654	641654	641654	641654	641654	641654	1	641654	641654	642011	26.27	26.29	641654	641654	641654	641654	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.903	1.000	0.00	210.33	16.06	641355	641355	641355	641355	641355	641355	1	1	1	1
L3Lc03.schyzaphis.61_10_400_51_5_assembly	2	2	2	2	2	1	536225	536225	536225	536225	536225	508970	2	508970	536225	642011	26.35	26.29	508970	508970	508970	508970	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	83.525	1.000	0.00	209.42	15.66	508955	536210	508955	508955	508955	508955	1	1	1	1
L3ML02.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	641927	641927	641927	641927	641927	641927	1	641927	641927	642011	26.30	26.29	641927	641927	641927	641927	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.965	1.000	0.00	224.37	15.43	641766	641766	641766	641766	641766	641766	1	1	1	1
L3ML02.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642127	642127	642127	642127	642127	642127	1	642127	642127	642011	26.29	26.29	642127	642127	642127	642127	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	224.37	15.43	641827	641827	641827	641827	641827	641827	1	1	1	1
L3ML02.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642002	642002	642002	642002	642002	642002	1	642002	642002	642011	26.29	26.29	642002	642002	642002	642002	1	1	1	1	0	0	0	3	0	0	0	0 + 1 part	971	99.841	1.000	0.00	243.69	16.69	641022	641022	641022	641022	641022	641022	1	1	1	1
L3ML02.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642127	642127	642127	642127	642127	642127	1	642127	642127	642011	26.29	26.29	642127	642127	642127	642127	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	224.37	15.43	641827	641827	641827	641827	641827	641827	1	1	1	1
L3ML04.LSR1.61_10_400_51_5_assembly	2	2	2	2	2	2	641857	641857	641857	641857	641857	641857	2	437208	641857	642011	26.29	26.29	437208	437208	204649	204649	1	1	2	2	0	0	0	2	0	0	0	0 + 0 part	0	99.943	1.000	0.00	224.42	15.12	437193	641557	437193	437193	204364	204364	1	1	2	2
L3ML04.myzus.61_10_400_51_5_assembly	2	2	2	2	2	2	636934	636934	636934	636934	636934	636934	2	436677	636934	642011	26.29	26.29	436677	436677	200257	200257	1	1	2	2	0	0	0	2	0	0	0	0 + 0 part	0	99.175	1.000	0.00	224.43	14.92	436660	636632	436660	436660	199972	199972	1	1	2	2
L3ML04.rearranged.61_10_400_51_5_assembly	2	2	2	2	2	2	641857	641857	641857	641857	641857	641857	2	437208	641857	642011	26.29	26.29	437208	437208	204649	204649	1	1	2	2	0	0	0	2	0	0	0	0 + 0 part	0	99.943	1.000	0.00	224.58	15.12	437193	641548	437193	437193	204355	204355	1	1	2	2
L3ML04.schyzaphis.61_10_400_51_5_assembly	3	3	3	3	3	3	533420	533420	533420	533420	533420	533420	3	261888	533420	642011	26.35	26.29	194058	194058	194058	77474	2	2	2	3	0	0	0	2	0	0	0	0 + 0 part	0	83.053	1.000	0.00	221.30	15.38	261873	533120	193773	193773	193773	77474	2	2	2	3
L4Lc03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642101	642101	642101	642101	642101	642101	1	642101	642101	642011	26.29	26.29	642101	642101	642101	642101	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	207.01	15.73	641939	641939	641939	641939	641939	641939	1	1	1	1
L4Lc03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642299	642299	642299	642299	642299	642299	1	642299	642299	642011	26.28	26.29	642299	642299	642299	642299	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	207.01	15.73	642000	642000	642000	642000	642000	642000	1	1	1	1
L4Lc03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642299	642299	642299	642299	642299	642299	1	642299	642299	642011	26.28	26.29	642299	642299	642299	642299	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	207.01	15.73	641996	641996	641996	641996	641996	641996	1	1	1	1
L4Lc03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642299	642299	642299	642299	642299	642299	1	642299	642299	642011	26.28	26.29	642299	642299	642299	642299	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	207.01	15.73	641997	641997	641997	641997	641997	641997	1	1	1	1
L6Lap03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642329	642329	642329	642329	642329	642329	1	642329	642329	642011	26.27	26.29	642329	642329	642329	642329	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	99.997	1.001	0.00	183.34	13.40	641954	641954	641954	641954	641954	641954	1	1	1	1
L6Lap03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642273	642273	642273	642273	642273	642273	1	642273	642273	642011	26.28	26.29	642273	642273	642273	642273	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.000	0.00	183.34	13.55	641959	641959	641959	641959	641959	641959	1	1	1	1
L6Lap03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642329	642329	642329	642329	642329	642329	1	642329	642329	642011	26.27	26.29	642329	642329	642329	642329	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	183.34	13.40	642015	642015	642015	642015	642015	642015	1	1	1	1
L6Lap03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642273	642273	642273	642273	642273	642273	1	642273	642273	642011	26.27	26.29	642273	642273	642273	642273	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.000	0.00	183.18	13.55	641959	641959	641959	641959	641959	641959	1	1	1	1
L6Mo02.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.28	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	3.89	0.78	642030	642030	642030	642030	642030	642030	1	1	1	1
L6Mo02.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	641314	641314	641314	641314	641314	641314	1	641314	641314	642011	26.29	26.29	641314	641314	641314	641314	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.845	1.000	0.00	3.59	0.78	641015	641015	641015	641015	641015	641015	1	1	1	1
L6Mo02.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.28	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	3.89	0.78	642030	642030	642030	642030	642030	642030	1	1	1	1
L6Mo02.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	632531	632531	632531	632531	632531	632531	1	632531	632531	642011	26.29	26.29	632531	632531	632531	632531	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	98.477	1.000	0.00	3.64	0.79	632232	632232	632232	632232	632232	632232	1	1	1	1
L7Lc20.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642298	642298	642298	642298	642298	642298	1	642298	642298	642011	26.28	26.29	642298	642298	642298	642298	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	206.54	15.89	641997	641997	641997	641997	641997	641997	1	1	1	1
L7Lc20.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642298	642298	642298	642298	642298	642298	1	642298	642298	642011	26.28	26.29	642298	642298	642298	642298	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	206.07	15.89	641999	641999	641999	641999	641999	641999	1	1	1	1
L7Lc20.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642298	642298	642298	642298	642298	642298	1	642298	642298	642011	26.28	26.29	642298	642298	642298	642298	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	206.54	15.89	641999	641999	641999	641999	641999	641999	1	1	1	1
L7Lc20.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	650579	650579	650579	650579	650579	650579	1	650579	650579	642011	26.27	26.29	650579	650579	650579	650579	1	1	1	1	1	1	650579	1	0	0	0	0 + 0 part	0	100.000	1.013	0.00	209.19	16.04	642000	650280	642000	642000	642000	642000	1	1	1	1
L7Tp01.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	643381	643381	643381	643381	643381	643381	1	643381	643381	642011	26.35	26.29	643381	643381	643381	643381	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.002	0.00	232.01	15.11	643017	643017	643017	643017	643017	643017	1	1	1	1
L7Tp01.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	645758	645758	645758	645758	645758	645758	1	645758	645758	642011	26.44	26.29	645758	645758	645758	645758	1	1	1	1	1	1	645758	2	0	0	0	0 + 0 part	0	99.965	1.006	0.00	272.99	19.94	377041	645075	377041	377041	268034	268034	1	1	2	2
L7Tp01.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	645292	645292	645292	645292	645292	645292	1	645292	645292	642011	26.41	26.29	645292	645292	645292	645292	1	1	1	1	1	1	645292	2	0	0	0	0 + 1 part	1286	99.965	1.003	0.00	229.67	14.96	642257	644006	642257	642257	642257	642257	1	1	1	1
L7Tp01.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	645696	645696	645696	645696	645696	645696	1	645696	645696	642011	26.44	26.29	645696	645696	645696	645696	1	1	1	1	1	1	645696	2	0	0	0	0 + 0 part	0	99.965	1.006	0.00	275.79	19.01	377270	645197	377270	377270	267927	267927	1	1	2	2
L7Tp17.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642541	642541	642541	642541	642541	642541	1	642541	642541	642011	26.31	26.29	642541	642541	642541	642541	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.001	0.00	220.79	14.65	642242	642242	642242	642242	642242	642242	1	1	1	1
L7Tp17.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	645853	645853	645853	645853	645853	645853	1	645853	645853	642011	26.44	26.29	645853	645853	645853	645853	1	1	1	1	1	1	645853	2	0	0	0	0 + 1 part	969	99.965	1.005	0.00	256.78	16.98	643319	644884	643319	643319	643319	643319	1	1	1	1
L7Tp17.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	645903	645903	645903	645903	645903	645903	1	645903	645903	642011	26.43	26.29	645903	645903	645903	645903	1	1	1	1	1	1	645903	2	0	0	0	0 + 0 part	0	99.965	1.006	0.00	253.51	16.98	644182	645460	644182	644182	644182	644182	1	1	1	1
L7Tp17.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	645853	645853	645853	645853	645853	645853	1	645853	645853	642011	26.44	26.29	645853	645853	645853	645853	1	1	1	1	1	1	645853	2	0	0	0	0 + 0 part	0	99.965	1.006	0.00	270.49	18.54	377419	645419	377419	377419	268000	268000	1	1	2	2
L7Tp23.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	641892	641892	641892	641892	641892	641892	1	641892	641892	642011	26.30	26.29	641892	641892	641892	641892	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.965	1.000	0.00	216.58	14.65	641733	641733	641733	641733	641733	641733	1	1	1	1
L7Tp23.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642788	642788	642788	642788	642788	642788	1	642788	642788	642011	26.32	26.29	642788	642788	642788	642788	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.002	0.00	227.80	14.96	642411	642411	642411	642411	642411	642411	1	1	1	1
L7Tp23.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	644346	644346	644346	644346	644346	644346	1	644346	644346	642011	26.39	26.29	644346	644346	644346	644346	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	2538	99.965	1.000	0.00	226.55	15.27	641808	641808	641808	641808	641808	641808	1	1	1	1
L7Tp23.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642774	642774	642774	642774	642774	642774	1	642774	642774	642011	26.32	26.29	642774	642774	642774	642774	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.002	0.00	227.80	14.96	642411	642411	642411	642411	642411	642411	1	1	1	1
L9Ms03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	730257	730257	730257	730257	730257	730257	1	730257	730257	642011	27.18	26.29	730257	730257	730257	730257	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	50211	99.963	1.060	0.00	291.38	20.26	680046	680046	680046	680046	680046	680046	1	1	1	1
L9Ms03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	729893	729893	729893	729893	729893	729893	1	729893	729893	642011	27.90	26.29	729893	729893	729893	729893	1	1	1	1	1	1	729893	2	0	0	0	0 + 1 part	87427	99.963	1.001	0.00	252.58	16.05	641828	642457	641828	641828	641828	641828	1	1	1	1
L9Ms03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	646623	646623	646623	646623	646623	646623	1	646623	646623	642011	26.44	26.29	646623	646623	646623	646623	1	1	1	1	1	1	646623	2	0	0	0	0 + 1 part	3215	99.963	1.003	0.00	270.03	18.07	377418	643408	377418	377418	265990	265990	1	1	2	2
L9Ms03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	730033	730033	730033	730033	730033	730033	1	730033	730033	642011	27.90	26.29	730033	730033	730033	730033	1	1	1	1	2	1	730033	2	0	0	0	0 + 1 part	84013	99.963	1.007	0.00	306.65	22.28	377786	646011	377786	377786	229941	229941	1	1	2	2
L9Ms05.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642072	642072	642072	642072	642072	642072	1	642072	642072	642011	26.29	26.29	642072	642072	642072	642072	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.963	1.000	0.00	216.74	14.02	641807	641807	641807	641807	641807	641807	1	1	1	1
L9Ms05.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642072	642072	642072	642072	642072	642072	1	642072	642072	642011	26.29	26.29	642072	642072	642072	642072	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.963	1.000	0.00	216.59	14.02	641798	641798	641798	641798	641798	641798	1	1	1	1
L9Ms05.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642068	642068	642068	642068	642068	642068	1	642068	642068	642011	26.30	26.29	642068	642068	642068	642068	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.963	1.000	0.00	228.27	14.65	641794	641794	641794	641794	641794	641794	1	1	1	1
L9Ms05.schyzaphis.61_10_400_51_5_assembly	2	2	2	2	2	2	499818	499818	499818	499818	499818	499818	2	442415	499818	642011	26.41	26.29	442415	442415	442415	57403	1	1	1	2	0	0	0	0	0	0	0	0 + 0 part	0	77.849	1.000	0.00	218.29	13.01	442400	499803	442400	442400	442400	57403	1	1	1	2
L9Ms14.LSR1.61_10_400_51_5_assembly	2	2	2	2	1	1	642062	642062	642062	642062	619771	619771	2	619771	642062	642011	26.29	26.29	619771	619771	619771	619771	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.961	1.000	0.00	223.76	14.34	619471	641749	619471	619471	619471	619471	1	1	1	1
L9Ms14.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	611088	611088	611088	611088	611088	611088	1	611088	611088	642011	26.30	26.29	611088	611088	611088	611088	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	95.138	1.000	0.00	221.51	13.75	610788	610788	610788	610788	610788	610788	1	1	1	1
L9Ms14.rearranged.61_10_400_51_5_assembly	2	2	2	2	1	1	642062	642062	642062	642062	619771	619771	2	619771	642062	642011	26.29	26.29	619771	619771	619771	619771	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.961	1.000	0.00	223.76	14.34	619471	641749	619471	619471	619471	619471	1	1	1	1
L9Ms14.schyzaphis.61_10_400_51_5_assembly	3	3	3	3	3	2	368762	368762	368762	368762	368762	322454	3	265011	368762	642011	26.91	26.29	265011	57443	57443	-	1	2	2	-	0	0	0	0	0	0	0	0 + 0 part	0	57.435	1.000	0.00	223.46	13.83	264996	368747	264996	57443	57443	-	1	2	2	-
Lc.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	642452	642452	642452	642452	642452	642452	1	642452	642452	642011	26.28	26.29	642452	642452	642452	642452	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	196.88	14.17	642042	642042	642042	642042	642042	642042	1	1	1	1
Lc.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	642871	642871	642871	642871	642871	642871	1	642871	642871	642011	26.28	26.29	642871	642871	642871	642871	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.965	1.002	0.00	202.09	13.56	642494	642494	642494	642494	642494	642494	1	1	1	1
Lc.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	642438	642438	642438	642438	642438	642438	1	642438	642438	642011	26.28	26.29	642438	642438	642438	642438	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	206.54	14.95	642139	642139	642139	642139	642139	642139	1	1	1	1
Lc.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	648176	648176	648176	648176	648176	648176	1	648176	648176	642011	26.26	26.29	648176	648176	648176	648176	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	100.000	1.010	0.00	203.74	15.11	647877	647877	647877	647877	647877	647877	1	1	1	1
Lus.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	697125	697125	697125	697125	697125	697125	1	697125	697125	642011	27.21	26.29	697125	697125	697125	697125	1	1	1	1	2	1	697125	2	0	0	0	0 + 1 part	34969	99.965	1.032	0.00	246.50	18.23	391834	662147	391834	391834	268169	268169	1	1	2	2
Lus.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	698397	698397	698397	698397	698397	698397	1	698397	698397	642011	27.51	26.29	698397	698397	698397	698397	1	1	1	1	3	1	698397	1	0	0	0	0 + 1 part	50143	100.000	1.010	0.00	233.49	14.49	642414	648254	642414	642414	642414	642414	1	1	1	1
Lus.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	662860	662860	662860	662860	662860	662860	1	662860	662860	642011	26.79	26.29	662860	662860	662860	662860	1	1	1	1	3	1	662860	2	0	0	0	0 + 1 part	15903	99.965	1.008	0.00	256.94	19.48	375975	646957	375975	375975	268182	268182	1	1	2	2
Lus.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	698345	698345	698345	698345	698345	698345	1	698345	698345	642011	27.51	26.29	698345	698345	698345	698345	1	1	1	1	3	1	698345	1	0	0	0	0 + 1 part	49093	100.000	1.011	0.00	247.82	15.89	643511	649252	643511	643511	643511	643511	1	1	1	1
Mel.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	642391	642391	642391	642391	642391	642391	1	642391	642391	642011	26.28	26.29	642391	642391	642391	642391	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	4.83	0.93	642076	642076	642076	642076	642076	642076	1	1	1	1
Mel.myzus.81_20_400_71_10_assembly	1	1	1	1	1	1	645058	645058	645058	645058	645058	645058	1	645058	645058	642011	26.39	26.29	645058	645058	645058	645058	1	1	1	1	1	1	645058	2	0	0	0	0 + 1 part	2448	100.000	1.001	0.00	8.41	1.40	642012	642610	642012	642012	642012	642012	1	1	1	1
Mel.rearranged.81_20_400_71_10_assembly	1	1	1	1	1	1	645745	645745	645745	645745	645745	645745	1	645745	645745	642011	26.43	26.29	645745	645745	645745	645745	1	1	1	1	1	1	645745	1	0	0	0	0 + 0 part	0	100.000	1.006	0.00	79.59	7.32	377762	645135	377762	377762	267373	267373	1	1	2	2
Mel.schyzaphis.81_20_400_71_10_assembly	1	1	1	1	1	1	646573	646573	646573	646573	646573	646573	1	646573	646573	642011	26.46	26.29	646573	646573	646573	646573	1	1	1	1	0	0	0	1	0	0	0	0 + 1 part	1946	100.000	1.004	0.00	52.96	5.76	644627	644627	644627	644627	644627	644627	1	1	1	1
Mil.LSR1.81_20_400_71_10_assembly	1	1	1	1	1	1	654786	654786	654786	654786	654786	654786	1	654786	654786	642011	26.25	26.29	654786	654786	654786	654786	1	1	1	1	0	0	0	2	0	0	0	0 + 0 part	0	99.963	1.020	0.00	185.11	14.49	654512	654512	654512	654512	654512	654512	1	1	1	1
